Filière,Produit,ville,annee,production_tonnes,superficie_ha,température moyenne,température maximale,température minimale,vitesse du vent,température du vent,précipitations moyennes par jour,précipitations totales sur le mois,humidité,visibilité,couverture nuageuse,irrigation,type_sol,mecanisation
Rosacées,Bananier,Taza,2011,238995.68,5877.97,4,9,-1,9,-3,1,29,79,9,30,0,limoneux,3
Rosacées,Bananier,Tiflet,2011,204599.79,5188.21,14,20,8,10,7,2,54,80,9,30,1,argileux,4
Rosacées,Bananier,Youssoufia,2011,217498.52,5791.94,15,20,10,14,9,3,67,71,10,21,0,sableux,3
Rosacées,Caroubier,Agadir,2011,1149.14,251.44,17,24,11,15,10,4,100,51,10,19,0,argileux,4
Rosacées,Caroubier,Fes,2011,1137.71,235.06,12,17,7,9,6,2,50,65,10,33,1,sableux,3
Rosacées,Caroubier,Marrakech,2011,1067.38,260.51,15,21,10,13,9,1,21,54,10,13,1,calcaire,2
Rosacées,Caroubier,Meknes,2011,1218.59,261.28,13,18,8,9,6,3,63,69,10,29,0,limoneux,5
Rosacées,Caroubier,Ouarzazate,2011,1177.24,241.26,9,16,1,10,1,1,9,63,10,9,1,sableux,2
Rosacées,Caroubier,Oulad Teima,2011,1213.84,228.19,17,22,12,13,10,2,50,47,10,15,1,argileux,3
Rosacées,Caroubier,Rabat,2011,1218.58,236.87,15,19,11,13,11,3,64,81,10,23,0,calcaire,4
Rosacées,Caroubier,Sefrou,2011,1193.48,246.95,11,16,6,9,4,1,22,65,10,27,1,sableux,3
Rosacées,Caroubier,Sidi Ifni,2011,1123.18,235.25,18,20,15,16,14,2,37,66,10,14,1,argileux,2
Rosacées,Caroubier,Skhirate,2011,1162.14,236.58,16,20,12,12,11,3,71,78,10,21,0,calcaire,5
Rosacées,Caroubier,Tanger,2011,1059.77,246.53,14,16,12,20,11,5,127,89,10,29,1,limoneux,3
Rosacées,Caroubier,Taounate,2011,1176.49,275.27,4,9,-1,9,-3,1,29,79,9,30,0,sableux,4
Rosacées,Caroubier,Tarfaya,2011,1064.06,265.32,20,23,17,23,17,1,22,70,10,15,1,calcaire,2
Rosacées,Caroubier,Taza,2011,1181.1,242.92,4,9,-1,9,-3,1,29,79,9,30,0,limoneux,3
Rosacées,Caroubier,Tiflet,2011,1075.51,274.76,14,20,8,10,7,2,54,80,9,30,1,argileux,4
Rosacées,Caroubier,Youssoufia,2011,1050.03,259.34,15,20,10,14,9,3,67,71,10,21,0,sableux,3
Rosacées,Cerisier,Agadir,2011,6714.65,1424.2,17,24,11,15,10,4,100,51,10,19,0,argileux,4
Rosacées,Cerisier,Fes,2011,6479.63,1427.89,12,17,7,9,6,2,50,65,10,33,1,sableux,3
Rosacées,Cerisier,Marrakech,2011,7511.23,1411.35,15,21,10,13,9,1,21,54,10,13,1,calcaire,2
Rosacées,Cerisier,Meknes,2011,7530.89,1360.26,13,18,8,9,6,3,63,69,10,29,0,limoneux,5
Rosacées,Cerisier,Ouarzazate,2011,7217.89,1404.42,9,16,1,10,1,1,9,63,10,9,1,sableux,2
Rosacées,Cerisier,Oulad Teima,2011,6709.01,1445.02,17,22,12,13,10,2,50,47,10,15,1,argileux,3
Rosacées,Cerisier,Rabat,2011,6597.02,1445.06,15,19,11,13,11,3,64,81,10,23,0,calcaire,4
Rosacées,Cerisier,Sefrou,2011,6504.29,1512.22,11,16,6,9,4,1,22,65,10,27,1,sableux,3
Rosacées,Cerisier,Sidi Ifni,2011,6715.32,1396.42,18,20,15,16,14,2,37,66,10,14,1,argileux,2
Rosacées,Cerisier,Skhirate,2011,7758.95,1499.31,16,20,12,12,11,3,71,78,10,21,0,calcaire,5
Rosacées,Cerisier,Tanger,2011,6824.4,1459.44,14,16,12,20,11,5,127,89,10,29,1,limoneux,3
Rosacées,Cerisier,Taounate,2011,6986.66,1569.73,4,9,-1,9,-3,1,29,79,9,30,0,sableux,4
Rosacées,Cerisier,Tarfaya,2011,6628.38,1404.03,20,23,17,23,17,1,22,70,10,15,1,calcaire,2
Rosacées,Cerisier,Taza,2011,6796.8,1552.31,4,9,-1,9,-3,1,29,79,9,30,0,limoneux,3
Rosacées,Cerisier,Tiflet,2011,7224.07,1529.15,14,20,8,10,7,2,54,80,9,30,1,argileux,4
Rosacées,Cerisier,Youssoufia,2011,7351.49,1476.56,15,20,10,14,9,3,67,71,10,21,0,sableux,3
Rosacées,Cognassier,Agadir,2011,43471.22,3491.53,17,24,11,15,10,4,100,51,10,19,0,argileux,4
Rosacées,Cognassier,Fes,2011,41752.47,3105.52,12,17,7,9,6,2,50,65,10,33,1,sableux,3
Rosacées,Cognassier,Marrakech,2011,44805.77,3691.84,15,21,10,13,9,1,21,54,10,13,1,calcaire,2
Rosacées,Cognassier,Meknes,2011,43369.09,3120.62,13,18,8,9,6,3,63,69,10,29,0,limoneux,5
Rosacées,Cognassier,Ouarzazate,2011,43234.89,3429.7,9,16,1,10,1,1,9,63,10,9,1,sableux,2
Rosacées,Cognassier,Oulad Teima,2011,50016.71,3271.76,17,22,12,13,10,2,50,47,10,15,1,argileux,3
Rosacées,Cognassier,Rabat,2011,46869.41,3339.35,15,19,11,13,11,3,64,81,10,23,0,calcaire,4
Rosacées,Cognassier,Sefrou,2011,46325.05,3461.51,11,16,6,9,4,1,22,65,10,27,1,sableux,3
Rosacées,Cognassier,Sidi Ifni,2011,45032.43,3663.82,18,20,15,16,14,2,37,66,10,14,1,argileux,2
Rosacées,Cognassier,Skhirate,2011,45153.07,3358.13,16,20,12,12,11,3,71,78,10,21,0,calcaire,5
Rosacées,Cognassier,Tanger,2011,46178.72,3717.25,14,16,12,20,11,5,127,89,10,29,1,limoneux,3
Rosacées,Cognassier,Taounate,2011,47603.45,3449.74,4,9,-1,9,-3,1,29,79,9,30,0,sableux,4
Rosacées,Cognassier,Tarfaya,2011,47655.82,3156.94,20,23,17,23,17,1,22,70,10,15,1,calcaire,2
Rosacées,Cognassier,Taza,2011,42796.45,3176.89,4,9,-1,9,-3,1,29,79,9,30,0,limoneux,3
Rosacées,Cognassier,Tiflet,2011,45805.03,3533.26,14,20,8,10,7,2,54,80,9,30,1,argileux,4
Rosacées,Cognassier,Youssoufia,2011,44997.47,3082.32,15,20,10,14,9,3,67,71,10,21,0,sableux,3
Rosacées,Figuier,Agadir,2011,110304.95,50819.63,17,24,11,15,10,4,100,51,10,19,0,argileux,4
Rosacées,Figuier,Fes,2011,105393.93,47430.64,12,17,7,9,6,2,50,65,10,33,1,sableux,3
Rosacées,Figuier,Marrakech,2011,103362.32,50338.79,15,21,10,13,9,1,21,54,10,13,1,calcaire,2
Rosacées,Figuier,Meknes,2011,94795.33,53570.4,13,18,8,9,6,3,63,69,10,29,0,limoneux,5
Rosacées,Figuier,Ouarzazate,2011,104864.41,50599.96,9,16,1,10,1,1,9,63,10,9,1,sableux,2
Rosacées,Figuier,Oulad Teima,2011,94832.49,47586.07,17,22,12,13,10,2,50,47,10,15,1,argileux,3
Rosacées,Figuier,Rabat,2011,99351.11,48488.87,15,19,11,13,11,3,64,81,10,23,0,calcaire,4
Rosacées,Figuier,Sefrou,2011,95359.07,49668.6,11,16,6,9,4,1,22,65,10,27,1,sableux,3
Rosacées,Figuier,Sidi Ifni,2011,106639.71,46628.01,18,20,15,16,14,2,37,66,10,14,1,argileux,2
Rosacées,Figuier,Skhirate,2011,96661.45,51880.82,16,20,12,12,11,3,71,78,10,21,0,calcaire,5
Rosacées,Figuier,Tanger,2011,100473.63,52117.51,14,16,12,20,11,5,127,89,10,29,1,limoneux,3
Rosacées,Figuier,Taounate,2011,110821.46,46552.41,4,9,-1,9,-3,1,29,79,9,30,0,sableux,4
Rosacées,Figuier,Tarfaya,2011,96621.69,50023.41,20,23,17,23,17,1,22,70,10,15,1,calcaire,2
Rosacées,Figuier,Taza,2011,102855.03,50142.69,4,9,-1,9,-3,1,29,79,9,30,0,limoneux,3
Rosacées,Figuier,Tiflet,2011,101036.65,49324.52,14,20,8,10,7,2,54,80,9,30,1,argileux,4
Rosacées,Figuier,Youssoufia,2011,92797.5,51609.41,15,20,10,14,9,3,67,71,10,21,0,sableux,3
Rosacées,Grenadier,Agadir,2011,80483.96,7964.76,17,24,11,15,10,4,100,51,10,19,0,argileux,4
Rosacées,Grenadier,Fes,2011,69478.88,8080.55,12,17,7,9,6,2,50,65,10,33,1,sableux,3
Rosacées,Grenadier,Marrakech,2011,75640.66,8706.95,15,21,10,13,9,1,21,54,10,13,1,calcaire,2
Rosacées,Grenadier,Meknes,2011,76954.85,7662.59,13,18,8,9,6,3,63,69,10,29,0,limoneux,5
Rosacées,Grenadier,Ouarzazate,2011,77985.06,8413.72,9,16,1,10,1,1,9,63,10,9,1,sableux,2
Rosacées,Grenadier,Oulad Teima,2011,78900.56,8227.13,17,22,12,13,10,2,50,47,10,15,1,argileux,3
Rosacées,Grenadier,Rabat,2011,72280.3,7897.56,15,19,11,13,11,3,64,81,10,23,0,calcaire,4
Rosacées,Grenadier,Sefrou,2011,68580.68,8591.91,11,16,6,9,4,1,22,65,10,27,1,sableux,3
Rosacées,Grenadier,Sidi Ifni,2011,79429.93,8302.07,18,20,15,16,14,2,37,66,10,14,1,argileux,2
Rosacées,Grenadier,Skhirate,2011,76574.36,8180.73,16,20,12,12,11,3,71,78,10,21,0,calcaire,5
Rosacées,Grenadier,Tanger,2011,81143.3,8493.52,14,16,12,20,11,5,127,89,10,29,1,limoneux,3
Rosacées,Grenadier,Taounate,2011,80919.32,8714.78,4,9,-1,9,-3,1,29,79,9,30,0,sableux,4
Rosacées,Grenadier,Tarfaya,2011,81252.92,8994.81,20,23,17,23,17,1,22,70,10,15,1,calcaire,2
Rosacées,Grenadier,Taza,2011,75805.49,8430.54,4,9,-1,9,-3,1,29,79,9,30,0,limoneux,3
Rosacées,Grenadier,Tiflet,2011,73502.23,8833.37,14,20,8,10,7,2,54,80,9,30,1,argileux,4
Rosacées,Grenadier,Youssoufia,2011,80465.71,7397.94,15,20,10,14,9,3,67,71,10,21,0,sableux,3
Rosacées,Noyer,Agadir,2011,8237.96,4910.21,17,24,11,15,10,4,100,51,10,19,0,argileux,4
Rosacées,Noyer,Fes,2011,7792.31,4602.16,12,17,7,9,6,2,50,65,10,33,1,sableux,3
Rosacées,Noyer,Marrakech,2011,8909.61,4484.58,15,21,10,13,9,1,21,54,10,13,1,calcaire,2
Rosacées,Noyer,Meknes,2011,8955.5,4911.91,13,18,8,9,6,3,63,69,10,29,0,limoneux,5
Rosacées,Noyer,Ouarzazate,2011,8262.95,5121.64,9,16,1,10,1,1,9,63,10,9,1,sableux,2
Rosacées,Noyer,Oulad Teima,2011,7613.05,4795.07,17,22,12,13,10,2,50,47,10,15,1,argileux,3
Rosacées,Noyer,Rabat,2011,8132.37,5046.75,15,19,11,13,11,3,64,81,10,23,0,calcaire,4
Rosacées,Noyer,Sefrou,2011,8824.03,4870.66,11,16,6,9,4,1,22,65,10,27,1,sableux,3
Rosacées,Noyer,Sidi Ifni,2011,8987.47,4819.29,18,20,15,16,14,2,37,66,10,14,1,argileux,2
Rosacées,Noyer,Skhirate,2011,7825.64,4675.96,16,20,12,12,11,3,71,78,10,21,0,calcaire,5
Rosacées,Noyer,Tanger,2011,7598.53,4766.09,14,16,12,20,11,5,127,89,10,29,1,limoneux,3
Rosacées,Noyer,Taounate,2011,8946.84,4734.08,4,9,-1,9,-3,1,29,79,9,30,0,sableux,4
Rosacées,Noyer,Tarfaya,2011,8134.99,5023.4,20,23,17,23,17,1,22,70,10,15,1,calcaire,2
Rosacées,Noyer,Taza,2011,8388.48,4505.88,4,9,-1,9,-3,1,29,79,9,30,0,limoneux,3
Rosacées,Noyer,Tiflet,2011,9097.77,4483.06,14,20,8,10,7,2,54,80,9,30,1,argileux,4
Rosacées,Noyer,Youssoufia,2011,7597.85,5036.9,15,20,10,14,9,3,67,71,10,21,0,sableux,3
Rosacées,Néflier,Agadir,2011,8939.02,477.38,17,24,11,15,10,4,100,51,10,19,0,argileux,4
Rosacées,Néflier,Fes,2011,7942.02,466.4,12,17,7,9,6,2,50,65,10,33,1,sableux,3
Rosacées,Néflier,Marrakech,2011,8465.28,440.12,15,21,10,13,9,1,21,54,10,13,1,calcaire,2
Rosacées,Néflier,Meknes,2011,9209.01,464.58,13,18,8,9,6,3,63,69,10,29,0,limoneux,5
Rosacées,Néflier,Ouarzazate,2011,8565.99,500.41,9,16,1,10,1,1,9,63,10,9,1,sableux,2
Rosacées,Néflier,Oulad Teima,2011,9544.76,509.86,17,22,12,13,10,2,50,47,10,15,1,argileux,3
Rosacées,Néflier,Rabat,2011,8784.04,492.16,15,19,11,13,11,3,64,81,10,23,0,calcaire,4
Rosacées,Néflier,Sefrou,2011,8370.98,431.37,11,16,6,9,4,1,22,65,10,27,1,sableux,3
Rosacées,Néflier,Sidi Ifni,2011,8195.53,489.12,18,20,15,16,14,2,37,66,10,14,1,argileux,2
Rosacées,Néflier,Skhirate,2011,8421.96,448.5,16,20,12,12,11,3,71,78,10,21,0,calcaire,5
Rosacées,Néflier,Tanger,2011,8460.18,455.52,14,16,12,20,11,5,127,89,10,29,1,limoneux,3
Rosacées,Néflier,Taounate,2011,7932.66,444.23,4,9,-1,9,-3,1,29,79,9,30,0,sableux,4
Rosacées,Néflier,Tarfaya,2011,8455.04,499.09,20,23,17,23,17,1,22,70,10,15,1,calcaire,2
Rosacées,Néflier,Taza,2011,8619.41,487.06,4,9,-1,9,-3,1,29,79,9,30,0,limoneux,3
Rosacées,Néflier,Tiflet,2011,9068.24,483.58,14,20,8,10,7,2,54,80,9,30,1,argileux,4
Rosacées,Néflier,Youssoufia,2011,8953.63,488.89,15,20,10,14,9,3,67,71,10,21,0,sableux,3
Rosacées,Pacanier,Agadir,2011,66.67,69.16,17,24,11,15,10,4,100,51,10,19,0,argileux,4
Rosacées,Pacanier,Fes,2011,57.71,72.19,12,17,7,9,6,2,50,65,10,33,1,sableux,3
Rosacées,Pacanier,Marrakech,2011,60.39,74.95,15,21,10,13,9,1,21,54,10,13,1,calcaire,2
Rosacées,Pacanier,Meknes,2011,66.07,74.99,13,18,8,9,6,3,63,69,10,29,0,limoneux,5
Rosacées,Pacanier,Ouarzazate,2011,63.8,77.26,9,16,1,10,1,1,9,63,10,9,1,sableux,2
Rosacées,Pacanier,Oulad Teima,2011,57.67,69.89,17,22,12,13,10,2,50,47,10,15,1,argileux,3
Rosacées,Pacanier,Rabat,2011,67.9,76.95,15,19,11,13,11,3,64,81,10,23,0,calcaire,4
Rosacées,Pacanier,Sefrou,2011,67.49,72.13,11,16,6,9,4,1,22,65,10,27,1,sableux,3
Rosacées,Pacanier,Sidi Ifni,2011,64.62,75.48,18,20,15,16,14,2,37,66,10,14,1,argileux,2
Rosacées,Pacanier,Skhirate,2011,58.45,72.35,16,20,12,12,11,3,71,78,10,21,0,calcaire,5
Rosacées,Pacanier,Tanger,2011,67.41,79.55,14,16,12,20,11,5,127,89,10,29,1,limoneux,3
Rosacées,Pacanier,Taounate,2011,65.07,68.32,4,9,-1,9,-3,1,29,79,9,30,0,sableux,4
Rosacées,Pacanier,Tarfaya,2011,67.61,75.56,20,23,17,23,17,1,22,70,10,15,1,calcaire,2
Rosacées,Pacanier,Taza,2011,67.22,74.12,4,9,-1,9,-3,1,29,79,9,30,0,limoneux,3
Rosacées,Pacanier,Tiflet,2011,67.88,68.22,14,20,8,10,7,2,54,80,9,30,1,argileux,4
Rosacées,Pacanier,Youssoufia,2011,64.23,66.66,15,20,10,14,9,3,67,71,10,21,0,sableux,3
Rosacées,Pistachier,Agadir,2011,96.52,96.44,17,24,11,15,10,4,100,51,10,19,0,argileux,4
Rosacées,Pistachier,Fes,2011,107.56,84.77,12,17,7,9,6,2,50,65,10,33,1,sableux,3
Rosacées,Pistachier,Marrakech,2011,106.51,85.29,15,21,10,13,9,1,21,54,10,13,1,calcaire,2
Rosacées,Pistachier,Meknes,2011,109.04,99.71,13,18,8,9,6,3,63,69,10,29,0,limoneux,5
Rosacées,Pistachier,Ouarzazate,2011,97.13,94.95,9,16,1,10,1,1,9,63,10,9,1,sableux,2
Rosacées,Pistachier,Oulad Teima,2011,97.66,86.46,17,22,12,13,10,2,50,47,10,15,1,argileux,3
Rosacées,Pistachier,Rabat,2011,112.12,92.66,15,19,11,13,11,3,64,81,10,23,0,calcaire,4
Rosacées,Pistachier,Sefrou,2011,109.2,91.62,11,16,6,9,4,1,22,65,10,27,1,sableux,3
Rosacées,Pistachier,Sidi Ifni,2011,112.49,97.27,18,20,15,16,14,2,37,66,10,14,1,argileux,2
Rosacées,Pistachier,Skhirate,2011,109.38,95.17,16,20,12,12,11,3,71,78,10,21,0,calcaire,5
Rosacées,Pistachier,Tanger,2011,106.02,97.04,14,16,12,20,11,5,127,89,10,29,1,limoneux,3
Rosacées,Pistachier,Taounate,2011,107.21,85.75,4,9,-1,9,-3,1,29,79,9,30,0,sableux,4
Rosacées,Pistachier,Tarfaya,2011,112.09,93.55,20,23,17,23,17,1,22,70,10,15,1,calcaire,2
Rosacées,Pistachier,Taza,2011,105.64,82.63,4,9,-1,9,-3,1,29,79,9,30,0,limoneux,3
Rosacées,Pistachier,Tiflet,2011,106.75,83.15,14,20,8,10,7,2,54,80,9,30,1,argileux,4
Rosacées,Pistachier,Youssoufia,2011,96.85,94.89,15,20,10,14,9,3,67,71,10,21,0,sableux,3
Rosacées,Poirier,Agadir,2011,29635.22,2628.08,17,24,11,15,10,4,100,51,10,19,0,argileux,4
Rosacées,Poirier,Fes,2011,31079.92,2950.66,12,17,7,9,6,2,50,65,10,33,1,sableux,3
Rosacées,Poirier,Marrakech,2011,28425.85,3102.06,15,21,10,13,9,1,21,54,10,13,1,calcaire,2
Rosacées,Poirier,Meknes,2011,28016.59,2834.59,13,18,8,9,6,3,63,69,10,29,0,limoneux,5
Rosacées,Poirier,Ouarzazate,2011,28681.36,2639.94,9,16,1,10,1,1,9,63,10,9,1,sableux,2
Rosacées,Poirier,Oulad Teima,2011,28250.43,3028.55,17,22,12,13,10,2,50,47,10,15,1,argileux,3
Rosacées,Poirier,Rabat,2011,28092.02,3153.92,15,19,11,13,11,3,64,81,10,23,0,calcaire,4
Rosacées,Poirier,Sefrou,2011,29342.85,3030.48,11,16,6,9,4,1,22,65,10,27,1,sableux,3
Rosacées,Poirier,Sidi Ifni,2011,32220.55,2949.9,18,20,15,16,14,2,37,66,10,14,1,argileux,2
Rosacées,Poirier,Skhirate,2011,29832.66,2747.51,16,20,12,12,11,3,71,78,10,21,0,calcaire,5
Rosacées,Poirier,Tanger,2011,27931.19,2622.83,14,16,12,20,11,5,127,89,10,29,1,limoneux,3
Rosacées,Poirier,Taounate,2011,27270.15,3017.41,4,9,-1,9,-3,1,29,79,9,30,0,sableux,4
Rosacées,Poirier,Tarfaya,2011,30959.32,2748.09,20,23,17,23,17,1,22,70,10,15,1,calcaire,2
Rosacées,Poirier,Taza,2011,29092.3,3112.37,4,9,-1,9,-3,1,29,79,9,30,0,limoneux,3
Rosacées,Poirier,Tiflet,2011,31708.11,2884.79,14,20,8,10,7,2,54,80,9,30,1,argileux,4
Rosacées,Poirier,Youssoufia,2011,30740.98,2922.13,15,20,10,14,9,3,67,71,10,21,0,sableux,3
Rosacées,Pommier,Agadir,2011,514358.62,42576.3,17,24,11,15,10,4,100,51,10,19,0,argileux,4
Rosacées,Pommier,Fes,2011,463440.27,42782.89,12,17,7,9,6,2,50,65,10,33,1,sableux,3
Rosacées,Pommier,Marrakech,2011,504269.79,41674.47,15,21,10,13,9,1,21,54,10,13,1,calcaire,2
Rosacées,Pommier,Meknes,2011,462674.59,44071.39,13,18,8,9,6,3,63,69,10,29,0,limoneux,5
Rosacées,Pommier,Ouarzazate,2011,528229.65,44426.87,9,16,1,10,1,1,9,63,10,9,1,sableux,2
Rosacées,Pommier,Oulad Teima,2011,498832.69,44139.9,17,22,12,13,10,2,50,47,10,15,1,argileux,3
Rosacées,Pommier,Rabat,2011,468545.34,43145.52,15,19,11,13,11,3,64,81,10,23,0,calcaire,4
Rosacées,Pommier,Sefrou,2011,463203.87,42184.8,11,16,6,9,4,1,22,65,10,27,1,sableux,3
Rosacées,Pommier,Sidi Ifni,2011,455571.85,41842.02,18,20,15,16,14,2,37,66,10,14,1,argileux,2
Rosacées,Pommier,Skhirate,2011,504491.42,37307.39,16,20,12,12,11,3,71,78,10,21,0,calcaire,5
Rosacées,Pommier,Tanger,2011,458270.66,38666.65,14,16,12,20,11,5,127,89,10,29,1,limoneux,3
Rosacées,Pommier,Taounate,2011,494843.97,36512.72,4,9,-1,9,-3,1,29,79,9,30,0,sableux,4
Rosacées,Pommier,Tarfaya,2011,462730.24,37580.15,20,23,17,23,17,1,22,70,10,15,1,calcaire,2
Rosacées,Pommier,Taza,2011,501318.39,40026.01,4,9,-1,9,-3,1,29,79,9,30,0,limoneux,3
Rosacées,Pommier,Tiflet,2011,516174.55,37654.11,14,20,8,10,7,2,54,80,9,30,1,argileux,4
Rosacées,Pommier,Youssoufia,2011,512589.5,43773.43,15,20,10,14,9,3,67,71,10,21,0,sableux,3
Rosacées,Prunier,Agadir,2011,79147.73,15061.76,17,24,11,15,10,4,100,51,10,19,0,argileux,4
Rosacées,Prunier,Fes,2011,70525.2,12977.84,12,17,7,9,6,2,50,65,10,33,1,sableux,3
Rosacées,Prunier,Marrakech,2011,69030.7,13481.17,15,21,10,13,9,1,21,54,10,13,1,calcaire,2
Rosacées,Prunier,Meknes,2011,78216.42,15099.73,13,18,8,9,6,3,63,69,10,29,0,limoneux,5
Rosacées,Prunier,Ouarzazate,2011,73242.63,15054.23,9,16,1,10,1,1,9,63,10,9,1,sableux,2
Rosacées,Prunier,Oulad Teima,2011,74205.48,15458.49,17,22,12,13,10,2,50,47,10,15,1,argileux,3
Rosacées,Prunier,Rabat,2011,68169.6,15606.38,15,19,11,13,11,3,64,81,10,23,0,calcaire,4
Rosacées,Prunier,Sefrou,2011,71606.22,15545.98,11,16,6,9,4,1,22,65,10,27,1,sableux,3
Rosacées,Prunier,Sidi Ifni,2011,68207.63,13938.85,18,20,15,16,14,2,37,66,10,14,1,argileux,2
Rosacées,Prunier,Skhirate,2011,80928.03,13485.18,16,20,12,12,11,3,71,78,10,21,0,calcaire,5
Rosacées,Prunier,Tanger,2011,71362.8,14927.52,14,16,12,20,11,5,127,89,10,29,1,limoneux,3
Rosacées,Prunier,Taounate,2011,76085.92,13624.13,4,9,-1,9,-3,1,29,79,9,30,0,sableux,4
Rosacées,Prunier,Tarfaya,2011,68287.41,15063.75,20,23,17,23,17,1,22,70,10,15,1,calcaire,2
Rosacées,Prunier,Taza,2011,77733.47,14290.34,4,9,-1,9,-3,1,29,79,9,30,0,limoneux,3
Rosacées,Prunier,Tiflet,2011,72560.81,15028.35,14,20,8,10,7,2,54,80,9,30,1,argileux,4
Rosacées,Prunier,Youssoufia,2011,81209.87,13557.72,15,20,10,14,9,3,67,71,10,21,0,sableux,3
Rosacées,Pêcher-nectarine,Agadir,2011,75860.16,5645.61,17,24,11,15,10,4,100,51,10,19,0,argileux,4
Rosacées,Pêcher-nectarine,Fes,2011,67936.02,5708.73,12,17,7,9,6,2,50,65,10,33,1,sableux,3
Rosacées,Pêcher-nectarine,Marrakech,2011,76040.97,6136.08,15,21,10,13,9,1,21,54,10,13,1,calcaire,2
Rosacées,Pêcher-nectarine,Meknes,2011,77381.26,5373.44,13,18,8,9,6,3,63,69,10,29,0,limoneux,5
Rosacées,Pêcher-nectarine,Ouarzazate,2011,74977.36,6128.84,9,16,1,10,1,1,9,63,10,9,1,sableux,2
Rosacées,Pêcher-nectarine,Oulad Teima,2011,75251.28,5980.23,17,22,12,13,10,2,50,47,10,15,1,argileux,3
Rosacées,Pêcher-nectarine,Rabat,2011,66862.03,5896.85,15,19,11,13,11,3,64,81,10,23,0,calcaire,4
Rosacées,Pêcher-nectarine,Sefrou,2011,71475.69,5959.95,11,16,6,9,4,1,22,65,10,27,1,sableux,3
Rosacées,Pêcher-nectarine,Sidi Ifni,2011,64303.11,5755.41,18,20,15,16,14,2,37,66,10,14,1,argileux,2
Rosacées,Pêcher-nectarine,Skhirate,2011,64692.57,5348.06,16,20,12,12,11,3,71,78,10,21,0,calcaire,5
Rosacées,Pêcher-nectarine,Tanger,2011,77419.77,5286.52,14,16,12,20,11,5,127,89,10,29,1,limoneux,3
Rosacées,Pêcher-nectarine,Taounate,2011,67955.01,6049.54,4,9,-1,9,-3,1,29,79,9,30,0,sableux,4
Rosacées,Pêcher-nectarine,Tarfaya,2011,73890.0,5890.36,20,23,17,23,17,1,22,70,10,15,1,calcaire,2
Rosacées,Pêcher-nectarine,Taza,2011,74713.37,5313.25,4,9,-1,9,-3,1,29,79,9,30,0,limoneux,3
Rosacées,Pêcher-nectarine,Tiflet,2011,75436.45,5766.31,14,20,8,10,7,2,54,80,9,30,1,argileux,4
Rosacées,Pêcher-nectarine,Youssoufia,2011,77401.97,5577.43,15,20,10,14,9,3,67,71,10,21,0,sableux,3
Sucrières,Betterave à sucre,Agadir,2011,1522001.41,28521.22,17,24,11,15,10,4,100,51,10,19,0,argileux,4
Sucrières,Betterave à sucre,Fes,2011,1457434.45,30806.04,12,17,7,9,6,2,50,65,10,33,1,sableux,3
Sucrières,Betterave à sucre,Marrakech,2011,1576472.83,29273.42,15,21,10,13,9,1,21,54,10,13,1,calcaire,2
Sucrières,Betterave à sucre,Meknes,2011,1486237.37,28139.13,13,18,8,9,6,3,63,69,10,29,0,limoneux,5
Sucrières,Betterave à sucre,Ouarzazate,2011,1451680.62,30408.71,9,16,1,10,1,1,9,63,10,9,1,sableux,2
Sucrières,Betterave à sucre,Oulad Teima,2011,1560177.57,31162.66,17,22,12,13,10,2,50,47,10,15,1,argileux,3
Sucrières,Betterave à sucre,Rabat,2011,1696058.84,27837.07,15,19,11,13,11,3,64,81,10,23,0,calcaire,4
Sucrières,Betterave à sucre,Sefrou,2011,1626223.74,30011.59,11,16,6,9,4,1,22,65,10,27,1,sableux,3
Sucrières,Betterave à sucre,Sidi Ifni,2011,1544882.48,29127.36,18,20,15,16,14,2,37,66,10,14,1,argileux,2
Sucrières,Betterave à sucre,Skhirate,2011,1654523.17,27737.55,16,20,12,12,11,3,71,78,10,21,0,calcaire,5
Sucrières,Betterave à sucre,Tanger,2011,1518958.91,28319.23,14,16,12,20,11,5,127,89,10,29,1,limoneux,3
Sucrières,Betterave à sucre,Taounate,2011,1449098.39,28401.09,4,9,-1,9,-3,1,29,79,9,30,0,sableux,4
Sucrières,Betterave à sucre,Tarfaya,2011,1689836.38,28669.49,20,23,17,23,17,1,22,70,10,15,1,calcaire,2
Sucrières,Betterave à sucre,Taza,2011,1644701.04,32468.34,4,9,-1,9,-3,1,29,79,9,30,0,limoneux,3
Sucrières,Betterave à sucre,Tiflet,2011,1689178.09,30240.56,14,20,8,10,7,2,54,80,9,30,1,argileux,4
Sucrières,Betterave à sucre,Youssoufia,2011,1456980.95,28450.39,15,20,10,14,9,3,67,71,10,21,0,sableux,3
Sucrières,Canne à sucre,Agadir,2011,572123.21,14329.0,17,24,11,15,10,4,100,51,10,19,0,argileux,4
Sucrières,Canne à sucre,Fes,2011,548797.85,14944.62,12,17,7,9,6,2,50,65,10,33,1,sableux,3
Sucrières,Canne à sucre,Marrakech,2011,542780.79,16502.26,15,21,10,13,9,1,21,54,10,13,1,calcaire,2
Sucrières,Canne à sucre,Meknes,2011,549343.25,15151.82,13,18,8,9,6,3,63,69,10,29,0,limoneux,5
Sucrières,Canne à sucre,Ouarzazate,2011,575051.15,14514.65,9,16,1,10,1,1,9,63,10,9,1,sableux,2
Sucrières,Canne à sucre,Oulad Teima,2011,545304.33,15275.34,17,22,12,13,10,2,50,47,10,15,1,argileux,3
